Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Streamflow (m3/s),Sampling Depth (m),PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA,PFODA
Teymoorian_et_al_2021,Rivire Saint-Jacques Brossard,Surface Water,45.4321,-73.4842,2021,,,Unnamed_SPE_LCMS_MS,,,2.20,3.04,0.16,0.23,1.11,1.00,8.63,5.64,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,8.03,0.11,2.18,5.19,0.00,0.00,,,,,,,0.00,0.05,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Maurice Grandes Piles,Surface Water,46.6834,-72.7226,2021,,,Unnamed_SPE_LCMS_MS,,,0.27,0.36,0.09,0.04,0.26,0.02,0.30,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,0.00,0.10,0.46,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Maurice Grand-Mre,Surface Water,46.6203,-72.6743,2021,,,Unnamed_SPE_LCMS_MS,,,0.20,0.26,0.13,0.03,0.28,0.03,0.29,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,0.00,0.16,0.40,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Maurice la Tuque,Surface Water,47.4575,-72.7775,2021,,,Unnamed_SPE_LCMS_MS,,,0.19,0.25,0.03,0.00,0.20,0.00,0.28,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,0.00,0.21,0.32,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Maurice Rivire-Mattawin Pont Mkinac,Surface Water,46.9056,-72.9302,2021,,,Unnamed_SPE_LCMS_MS,,,0.22,0.40,0.06,0.04,0.26,0.02,0.36,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.44,0.00,0.12,0.40,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Maurice Shawinigan,Surface Water,46.5346,-72.7537,2021,,,Unnamed_SPE_LCMS_MS,,,0.57,0.37,0.03,0.04,0.28,0.03,0.47,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.39,0.00,0.14,1.09,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Saint-Maurice Trois-Rivires,Surface Water,46.3647,-72.5521,2021,,,Unnamed_SPE_LCMS_MS,,,0.40,0.41,0.03,0.04,0.26,0.03,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.36,0.00,0.10,0.64,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Yamachiche Yamachiche,Surface Water,46.2662,-72.8066,2021,,,Unnamed_SPE_LCMS_MS,,,0.35,0.28,0.00,0.00,0.11,0.08,0.34,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.61,0.00,0.16,0.38,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Rivire Yamaska Yamaska,Surface Water,46.0052,-72.9121,2021,,,Unnamed_SPE_LCMS_MS,,,6.00,6.43,0.12,0.36,0.72,0.87,7.87,3.45,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,6.94,0.29,2.64,5.65,0.00,0.00,,,,,,,0.00,0.06,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Ruisseau Bauxite Saint-Jean-Eudes Jonquire,Surface Water,48.4356,-71.1432,2021,,,Unnamed_SPE_LCMS_MS,,,31.05,4.20,0.03,0.35,1.75,0.26,0.69,1.23,0.21,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,,1.22,0.03,0.12,1.26,0.00,0.00,,,,,,,0.00,0.09,0.00,,0.00,0.00,,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Ruisseau Bertrand Montreal,Surface Water,45.5054,-73.7625,2021,,,Unnamed_SPE_LCMS_MS,,,1.71,1.59,0.93,0.25,0.52,0.17,6.14,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,8.37,0.06,5.60,3.62,0.00,0.13,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.13,0.00
Teymoorian_et_al_2021,Ruisseau Bouchard Dorval,Surface Water,45.456246,-73.7372,2021,,,Unnamed_SPE_LCMS_MS,,,24.14,19.95,0.92,1.18,8.01,11.46,47.05,23.22,0.60,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,,75.17,1.80,3.40,17.46,0.00,0.00,,,,,,,0.00,0.30,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Ruisseau Bouchard Dorval,Surface Water,45.456246,-73.7372,2021,,,Unnamed_SPE_LCMS_MS,,,25.38,11.35,5.84,0.21,4.30,13.24,32.10,13.28,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,56.65,1.61,2.58,13.19,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Ruisseau Henri Giroux Mirabel HG1,Surface Water,45.6824,-74.10486,2021,,,Unnamed_SPE_LCMS_MS,,,0.32,0.44,0.00,0.00,0.00,0.93,0.75,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.76,0.28,0.44,1.47,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Ruisseau Henri Giroux Mirabel HG2,Surface Water,45.655743,-74.091661,2021,,,Unnamed_SPE_LCMS_MS,,,400.23,37.59,12.91,1.71,5.85,159.95,208.06,57.41,7.20,0.00,0.00,2.25,0.08,0.00,0.00,0.00,0.00,,273.38,17.65,14.14,60.17,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Unnamed Creek Lesage Ruisseau tributaire de la rivire Du Cap Rouge Quebec,Surface Water,46.7748,-71.3725,2021,,,Unnamed_SPE_LCMS_MS,,,6.63,14.87,0.61,0.23,2.95,7.93,132.69,79.45,0.30,0.00,0.00,1.69,0.00,0.00,0.00,0.00,0.00,,390.04,1.12,1.56,70.22,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Bouchard au Parc de la Mauricie,Surface Water,46.76242,-72.83924,2021,,,Unnamed_SPE_LCMS_MS,,,0.20,0.33,0.00,0.03,0.17,0.00,0.24,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.12,0.00,0.06,0.37,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Bouchette Lac-Bouchette,Surface Water,48.2612,-72.19065,2021,,,Unnamed_SPE_LCMS_MS,,,0.21,0.29,0.03,0.00,0.22,0.00,0.37,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.06,0.21,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Brome Fishers Point,Surface Water,45.2559,-72.49518,2021,,,Unnamed_SPE_LCMS_MS,,,1.34,0.76,0.07,0.09,0.29,0.04,0.48,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.47,0.00,0.23,0.98,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac des Commissaires au Domaine-du-Roy,Surface Water,48.16085,-72.2372,2021,,,Unnamed_SPE_LCMS_MS,,,0.25,0.29,0.00,0.00,0.23,0.00,0.24,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.06,0.55,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac du Fou au Parc de la Mauricie,Surface Water,46.777479,-72.88693,2021,,,Unnamed_SPE_LCMS_MS,,,0.26,0.42,0.00,0.05,0.28,0.00,0.32,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.07,1.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac douard au Parc de la Mauricie,Surface Water,46.765971,-72.91872,2021,,,Unnamed_SPE_LCMS_MS,,,1.08,0.38,0.00,0.55,0.55,0.02,0.45,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.12,0.00,0.04,0.50,0.00,0.00,,,,,,,0.00,0.95,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Knogami Lac-Knogami,Surface Water,48.3315,-71.36178,2021,,,Unnamed_SPE_LCMS_MS,,,0.26,0.21,0.03,0.00,0.19,0.02,0.81,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.64,0.00,0.06,0.39,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Magog Magog,Surface Water,45.33436,-72.0234,2021,,,Unnamed_SPE_LCMS_MS,,,1.80,1.28,0.09,0.11,0.28,0.15,0.98,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.06,0.03,0.42,1.11,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Memphrmagog Magog,Surface Water,45.27056,-72.1765,2021,,,Unnamed_SPE_LCMS_MS,,,0.59,0.79,0.18,0.00,0.13,0.06,0.66,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.39,0.02,0.30,1.19,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Saint-Jean Roberval,Surface Water,48.53305,-72.21819,2021,,,Unnamed_SPE_LCMS_MS,,,0.13,0.14,0.03,0.00,0.17,0.02,0.25,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.10,0.00,0.03,0.61,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Saint-Jean Saint-Henri-du-Taillon,Surface Water,48.6764,-71.874,2021,,,Unnamed_SPE_LCMS_MS,,,0.14,0.00,0.03,0.00,0.15,0.00,0.35,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.07,0.49,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,Lac Saint-Jean Saint-Prime,Surface Water,48.60047,-72.32515,2021,,,Unnamed_SPE_LCMS_MS,,,0.12,0.18,0.03,0.00,0.11,0.00,0.29,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.14,0.00,0.07,0.24,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BOU1,Surface Water,45.64867,-73.48136,2021,,,Unnamed_SPE_LCMS_MS,,,2.54,2.14,0.21,0.00,0.23,0.73,1.36,0.90,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.32,0.10,0.57,2.11,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BOU2,Surface Water,45.644183,-73.466233,2021,,,Unnamed_SPE_LCMS_MS,,,2.16,1.69,0.17,0.00,0.19,0.85,1.63,1.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.30,0.09,0.53,1.63,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BOU3,Surface Water,45.64645,-73.4526,2021,,,Unnamed_SPE_LCMS_MS,,,2.85,2.01,0.25,0.00,0.34,0.76,3.16,1.11,0.03,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,,2.95,0.11,0.57,2.22,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BOU4,Surface Water,45.569363,-73.507785,2021,,,Unnamed_SPE_LCMS_MS,,,2.07,1.86,0.23,0.00,0.00,0.77,1.64,0.91,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.43,0.10,0.56,1.56,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BR_08,Surface Water,44.600606,-75.660644,2021,,,Unnamed_SPE_LCMS_MS,,,2.88,1.73,0.52,0.00,0.13,0.78,1.54,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.32,0.11,0.65,1.83,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BR_09,Surface Water,44.634389,-75.612239,2021,,,Unnamed_SPE_LCMS_MS,,,3.72,2.36,0.33,0.00,0.37,0.81,1.94,1.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.78,0.11,0.60,2.13,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BR_11,Surface Water,44.790014,-75.371433,2021,,,Unnamed_SPE_LCMS_MS,,,2.47,2.21,0.20,0.00,0.22,0.92,1.97,1.14,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.57,0.15,0.71,2.96,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,BR_12,Surface Water,44.846253,-75.299594,2021,,,Unnamed_SPE_LCMS_MS,,,2.63,2.15,0.14,0.06,0.30,0.75,1.75,0.93,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.50,0.10,0.53,1.71,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CAC1,Surface Water,47.974967,-69.7165,2021,,,Unnamed_SPE_LCMS_MS,,,0.65,0.45,0.05,0.00,0.00,0.19,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.27,0.03,0.16,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CON1,Surface Water,45.845717,-73.310067,2021,,,Unnamed_SPE_LCMS_MS,,,1.07,0.95,0.03,0.00,0.18,0.27,0.76,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,0.04,0.33,1.21,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CON1_5,Surface Water,45.922597,-73.242328,2021,,,Unnamed_SPE_LCMS_MS,,,1.35,0.90,0.07,0.00,0.00,0.35,1.06,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.88,0.03,0.34,1.75,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CON3,Surface Water,45.850167,-73.269167,2021,,,Unnamed_SPE_LCMS_MS,,,2.88,1.86,3.11,0.00,0.14,0.59,1.34,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.50,0.10,0.57,2.12,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CW19,Surface Water,44.993964,-74.755747,2021,,,Unnamed_SPE_LCMS_MS,,,4.33,2.25,0.23,0.00,0.42,0.78,2.19,1.05,0.03,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,,2.12,0.11,0.50,2.34,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CW20,Surface Water,45.027006,-74.676644,2021,,,Unnamed_SPE_LCMS_MS,,,2.24,1.72,0.19,0.00,0.29,0.65,1.31,0.80,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.92,0.09,0.41,1.48,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CW21,Surface Water,45.002675,-74.637756,2021,,,Unnamed_SPE_LCMS_MS,,,2.65,2.20,0.21,0.04,0.27,0.93,2.17,1.26,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.78,0.14,0.63,2.90,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,CW23,Surface Water,45.037842,-74.525328,2021,,,Unnamed_SPE_LCMS_MS,,,0.31,0.33,0.00,0.00,0.19,0.00,0.27,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.35,0.00,0.13,0.48,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSF1,Surface Water,45.2263,-74.25158,2021,,,Unnamed_SPE_LCMS_MS,,,2.64,2.24,0.31,0.00,0.38,0.85,1.65,1.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.01,0.11,0.58,3.00,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSF2,Surface Water,45.20903,-74.23228,2021,,,Unnamed_SPE_LCMS_MS,,,3.19,2.35,0.16,0.00,0.33,0.75,1.62,1.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.32,0.11,0.56,1.66,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSF24,Surface Water,45.126186,-74.491636,2021,,,Unnamed_SPE_LCMS_MS,,,1.11,1.22,0.05,0.00,0.18,0.26,1.17,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.55,0.04,0.63,1.69,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSF25,Surface Water,45.180981,-74.373731,2021,,,Unnamed_SPE_LCMS_MS,,,2.65,1.85,0.23,0.00,0.25,0.74,1.29,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.10,0.09,0.55,1.37,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSF26,Surface Water,45.183517,-74.216408,2021,,,Unnamed_SPE_LCMS_MS,,,2.86,2.01,0.21,0.00,0.34,0.73,1.40,0.84,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.30,0.11,0.48,1.55,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSF3,Surface Water,45.19048,-74.21263,2021,,,Unnamed_SPE_LCMS_MS,,,2.43,2.35,0.16,0.04,0.37,0.89,1.69,1.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.54,0.14,0.70,2.71,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSF3.5,Surface Water,45.347333,-73.971519,2021,,,Unnamed_SPE_LCMS_MS,,,0.50,0.42,0.00,0.03,0.22,0.11,0.47,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.41,0.00,0.25,0.50,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL1,Surface Water,45.357467,-73.809383,2021,,,Unnamed_SPE_LCMS_MS,,,0.66,0.45,0.00,0.00,0.17,0.14,0.48,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.14,0.00,0.27,0.65,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL13,Surface Water,44.897636,-75.170031,2021,,,Unnamed_SPE_LCMS_MS,,,2.64,2.17,0.18,0.00,0.29,0.76,1.53,1.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.26,0.11,0.54,2.31,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL14,Surface Water,44.990811,-74.947294,2021,,,Unnamed_SPE_LCMS_MS,,,2.81,2.05,0.19,0.04,0.35,0.69,1.53,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.22,0.09,0.50,2.34,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
Teymoorian_et_al_2021,LSL15,Surface Water,45.009914,-74.9389,2021,,,Unnamed_SPE_LCMS_MS,,,2.76,1.75,2.89,0.00,0.22,0.59,1.42,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.39,0.10,0.53,2.57,0.00,0.00,,,,,,,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00
